,title,label
43,23 das melhores tatuagens de preguiça de todos os tempos,1
44,36 coisas que só garotas totalmente desencanadas vão entender,1
45,23 pessoas que não pensaram muito bem direito,1
46,22 perguntas que quem é dos EUA precisa responder,1
47,17 fotos de vegetais esquisitos que vão colocar sua fé à prova,1
48,"Se você já passou por mais de 35 desses perrengues da menstruação, merece uma medalha",1
49,21 pessoas que não entenderam como as coisas básicas funcionam,1
50,18 momentos meio estranhos que acontecem no sexo durante a gravidez,1
51,Quantas dessas coisas meio nojentinhas você já fez?,1
52,25 piadas que farão as mulheres rirem bem mais alto do que o normal,1
53,"17 fotos que são a definição de ""timing perfeito""",1
54,13 fatos sobre comidas que são 100% verdade,1
55,12 diferenças entre o sexo gay nos pornôs e na vida real,1
56,O quanto você odeia todo mundo?,1
57,O quanto você é estranho(a)?,1
58,Quantos problemas de rico você tem?,1
59,Como dar prazer a um homem em 11 passos fáceis,1
60,O quanto você era emo?,1
61,20 coisas absurdas e ridículas sobre a menstruação que algumas pessoas realmente pensavam,1
62,Como pais millennials tratam seus filhos x como nossos pais nos tratavam,1
63,19 dificuldades que só pessoas emocionalmente indisponíveis entendem,1
64,24 coisas irritantes que acontecem em quase toda cena de sexo,1
65,12 tipos de sexo que todo mundo vai fazer pelo menos uma vez na vida,1
66,Nove coisas que quase todas as mulheres passam quando estão menstruadas,1
67,"17 momentos de ""Friends"" incompreensíveis para as crianças de hoje em dia",1
68,15 crianças que já entendem mais da vida do que você,1
69,27 memes que você deveria enviar para sua irmã imediatamente,1
70,43 fantasias sexuais que as pessoas têm,1
71,26 memes que você pode mandar agorinha para seu colega de trabalho,1
72,59 memes que resumem o que é ter filhos,1
73,Você lida com seus peitos como todo mundo?,1
74,"15 coisas que você nunca tinha reparado antes em ""Friends""",1
75,Qual diva clássica você é?,1
76,13 coisas que toda garota que quer entrar em forma entende,1
77,37 maneiras de se tornar mais atraente para os homens,1
78,18 dramas reais na vida de quem não consegue decidir se fica ou não de boa,1
79,26 caras que todo mundo de vinte e poucos anos já fez,1
80,19 coisas que só quem é 8 ou 80 na maquiagem sabe,1
81,9 coisas surpreendentes que deixam qualquer homem apaixonado,1
82,"O elenco de ""Grey's Anatomy"" recriou o ensaio de gravidez da Beyoncé",1
83,17 fotos de comidas que vão partir um pouquinho o seu coração,1
84,"18 imagens de comida que não dão fome, só aflição",1
85,18 lorotas em que realmente acreditávamos na adolescência,1
86,18 momentos que só entende quem odeia contato físico,1
87,Muita gente está perguntando em que tempo-espaço Kim está tirando suas novas fotos,1
88,21 coisas que você só vai entender se for terrível nisso de ter 20 e poucos anos,1
89,Você transaria com um cara que se veste assim?,1
90,25 coisas que a Khloe Kardashian já conseguiu organizar direitinho,1
91,20 imagens para ajudá-lo a esquecer o ano-lixo que foi 2016,1
92,"Por que ""Esqueceram de Mim"" é o filme mais sádico de todos os tempos",1
93,15 dos maiores desastres de Photoshop em 2016,1
94,21 coisas que você só vai entender se for uma garota que odeia sentimentos,1
95,Você é limpinho?,1
96,22 memes com bichinhos que farão você rir mais do que o normal,1
97,12 histórias de terror de sexting que provam que o inferno é real,1
98,11 dicas para deixar um cara totalmente chocado com sua ousadia,1
99,23 pinturas que provam que a Idade Média odiava gatos,1
100,Com qual famoso você deveria tomar um porre?,1
101,Seu gosto por chocolate dirá quantos filhos você vai ter,1
102,39 perguntas que ainda temos sobre o sistema de saúde em Hogwarts,1
103,9 coisinhas nojentas que todos os casais fazem,1
104,Seus pais eram mais bravos do que a média?,1
105,18 coisas que não são mais tão legais quanto eram nos anos 2000,1
106,Este escândalo de traição entre pinguins deixou qualquer novela no chinelo,1
107,15 fotos que deveriam SUMIR da internet,1
108,21 respostas de merda para “eu te amo” que provam que ser feliz é ilusão,1
109,"Você ainda se lembra do primeiro filme da saga ""Crepúsculo""?",1
110,29 coisas que definitivamente NÃO são pintos,1
111,O trabalho desse cara é distribuir camisinhas nos Jogos Olímpicos,1
112,Selena Gomez atacou Justin Bieber no Instagram e ele não deixou por menos,1
113,24 caras que todo mundo que tem um pênis vai reconhecer,1
114,"Tudo o que aprendemos sobre ""Game of Thrones"" na Comic-Con",1
115,10 partes da sua vida que o óleo de coco pode consertar,1
116,"O que acontece quando você usa 100 camadas de base, cílios postiços, batom, spray de cabelo, spray bronzeador e esmalte TUDO DE UMA VEZ",1
117,26 animais sentados como humanos,1
118,As trágicas fotos desta mulher em sua lua de mel sem o marido farão você rir,1
119,A lista definitiva de todas as coisas loucas que o Pokémon Go já causou,1
120,21 pessoas que acabaram de tomar uma decisão realmente horrível,1
121,21 provas de que a adolescência foi um tempo de vergonha sem fim,1
122,Estas moças usaram maquiagem em spray e foi um pouco confuso,1
123,Bonner atacou de Cebolinha no Jornal Nacional,1
124,19 pessoas que querem muito a amizade do Evaristo Costa,1
125,Como eram as Spice Girls quando lançaram seu primeiro álbum e como elas são hoje,1
126,27 horrores que toda garota que tem muitos pelos já sofreu,1
127,27 coisas que são a mais pura verdade para pessoas com uma péssima postura,1
128,"Este jovem fez uma receita e foi tudo tão real que fará você pensar ""eu""",1
129,Os brasileiros usaram o post do Zuckerberg para mostrar o melhor do Brasil,1
130,15 coisas que você faz e se arrepende na mesma hora,1
131,15 conversas de mães quase tão engraçadas quanto a sua,1
132,As 25 melhores preguiças que já apareceram na internet,1
133,As pessoas estão ficando malucas com estas fotos de uma garotinha sendo atacada por um ganso,1
134,As coisas mais Ciro Gomes que já aconteceram,1
135,19 vezes em que um spoiler conseguiu ser engraçado,1
136,25 coisas com as quais as celebridades ficaram parecidas no Met Gala 2016,1
137,13 frutas que não têm papas na língua,1
138,14 coisas que NÃO dão a mínima saudade quando o WhatsApp sai do ar,1
139,Beyoncé sempre tira suas fotos antes do Met Gala em frente a uma parede esquisita,1
140,20 tuítes sobre o bloqueio do WhatsApp que poderiam ter sido escritos por você,1
141,13 evidências de que as pessoas ficam muito mais elegantes no frio,1
142,7 contribuições que o Bolsonaro pode fazer pelo Brasil em diferentes áreas,1
143,"14 perguntas totalmente legítimas de quem ainda não entendeu ""Velho Chico""",1
144,20 gifs engraçados de gatos,1
145,15 verdades que só quem tem cara de criança sabe como doem,1
146,"Os atores de ""Game of Thrones"" são assim na vida real",1
147,29 fotos de cães que nunca vão perder a graça,1
148,20 acessórios de cabelo horrorosos que toda garota dos anos 90 usou,1
149,18 tipos de pessoa que você pode ser no supermercado,1
150,Roger fez um tuíte completamente infeliz sobre a ciclovia do Rio e virou piada,1
151,Se você adicionar um bigode na Rihanna ela se torna o Prince,1
152,17 filhotes de cachorro que estão muito mal-humorados,1
153,15 respostas em que você gostaria de ter pensado,1
154,19 coisas meio estranhas que todos os donos de cachorro já fizeram em algum momento,1
155,"18 fotos de cachorros passando por momentos complicados que farão você dizer ""sou eu""",1
156,16 coisas que você faz e nunca admite,1
157,22 jogos que você pode jogar offline após a recomendação da Anatel,1
158,"Caso você não tenha reparado, os produtos estão encolhendo demais com o passar dos anos",1
159,25 coisas que foram criadas só para gerar irritação,1
160,16 sinais de que você está quase voltando a ser virgem,1
161,19 imagens que provam que os pombos não estão nem aí para nada,1
162,24 tuítes que conseguiram fazer piada com a votação do impeachment,1
163,"12 frases que você sempre quis dizer depois de ouvir um ""mas""",1
164,As pessoas estão maravilhadas com esta conversa entre uma avó e um neto,1
165,As pessoas amaram a lição que esta mulher deu em um cara do Twitter,1
166,O Estado Islâmico ameaçou o Brasil e as pessoas fizeram memes no Twitter,1
167,Loki discutindo com as crianças é  a coisa mais fofa de Asgard,1
168,Namorados tentaram fazer a maquiagem de suas namoradas e erraram feio,1
169,Essa foto do Príncipe William tirada depois do aperto de mão com Modi mostra um detalhe intrigante,1
170,16 frases que você nunca vai ouvir da boca de um universitário,1
171,15 conversas que mostram que não é só você que não sabe flertar,1
172,23 passinhos que você precisa aprender para entrar na Carreta Furacão,1
173,Veja estes personagens de desenhos animados famosos reimaginados como hipsters,1
174,12 pessoas que falharam terrivelmente ao tentar dar um conselho,1
175,10 coisas que a escola ensina x o que ela deveria ensinar,1
176,"""E se Os Beatles cantassem É o Tchan"" é o video que você precisa ver hoje",1
177,12 coisas que todo pobre com alma de rico sabe,1
178,15 verdades sobre menstruação que as mulheres não te contam,1
179,23 momentos tão constrangedores que chegam a doer,1
180,9 coisas inusitadas para fazer com seus seios,1
181,12 verdades que só quem ama almoçar cedo conhece,1
182,O que acontece quando um gay que não curte futebol vai ao estádio,1
183,O guarda-costas da Taylor Swift na Disneylândia é tudo que você precisa ver hoje,1
184,27 lojas que têm nomes inacreditáveis,1
185,17 histórias de terror envolvendo cocô,1
186,14 verdades que só quem gosta de falar palavrão pra caralho entende,1
187,Uma denúncia de assédio sofrida por um cara deixou claro como o machismo funciona,1
188,21 histórias hilárias sobre perrengues no transporte público,1
189,Experimentamos o Dadinho Cremoso e outros produtos da linha,1
190,Tentamos criar looks sem gênero com a nova coleção da C&A;,1
191,34 pensamentos que todo mundo tem quando come no Habib's,1
192,13 comparações que resumem a dor de ser marcado numa foto feia,1
193,9 passos para não ficar com os peitos caídos,1
194,19 resultados de buscas no XVideos que não têm nada a ver com sexo,1
195,Esta página de Biologia descobriu como transmitir conhecimento xingando,1
196,25 imagens da cultura emo que vão te fazer chorar por dentro,1
197,15 imagens que definem o que é ser um preguiçoso profissional,1
198,Um grupo de senhoras fez um vídeo hilário ao tentar tirar uma selfie,1
199,E se novos signos fossem criados de acordo com a sua personalidade?,1
200,21 problemas capilares que apenas mulheres negras entenderão,1
201,24 frases que definem o começo e o resto do namoro,1
202,A história de uma mulher que fez cocô durante um encontro é hilária e fascinante,1
203,17 problemas com roupas que as meninas baixinhas nunca vão entender,1
204,16 desesperos da vida de quem é distraído demais,1
205,"O meme do ""Percebe, Ivair, a petulância do cavalo"" saiu do controle",1
206,"14 imagens que respondem à pergunta ""como você se vê daqui a uns anos?""",1
207,14 frases que provam que você definitivamente está em um relacionamento,1
208,Esta moça foi confundida com o Lula no WhatsApp e postou as mensagens recebidas,1
209,23 imagens perfeitas demais para serem coincidência,1
210,17 coisas das quais as pessoas desconfiadas têm certeza,1
211,16 novos diálogos entre Dilma e Lula vazados pelo Twitter,1
212,32 informações que causariam o seu impeachment se vazassem,1
213,16 situações que os homens simplesmente não vão entender,1
214,18 imagens que você não vai entender se não tiver uma irmã,1
215,19 fatos dolorosos da vida de quem tem cabelo oleoso,1
216,Alguém finalmente fez face swap com um peito e claro que foi maravilhoso,1
217,36 pensamentos que todo mundo tem no Outback,1
218,32 confissões incrivelmente nojentas sobre relacionamentos,1
219,14 perguntas dos anos 2000 que continuam sem respostas,1
220,12 tuítes que definem com precisão o que é ser adulto,1
221,21 mentiras hilárias nas quais as crianças um dia acreditaram,1
222,31 perguntas para quebrar um silêncio constrangedor,1
223,15 pessoas que queriam tudo menos um encontro íntimo,1
224,23 imagens que provam que a internet envenenou as nossas mentes,1
225,19 coisas nojentas que todos casais nojentos entenderão,1
226,16 imagens que provam que você não é nada fitness,1
227,15 bilhetes de crianças que mereciam ver o sol nascer quadrado,1
228,17 imagens que definem os filmes melhor que as sinopses,1
229,26 vezes em que o melhor do Brasil foi mesmo o brasileiro,1
230,Esta é a quantia em dinheiro que Kim Kardashian ganha em um dia,1
231,17 problemas capilares que loiras nunca entenderão,1
232,18 imagens que as pessoas de exatas nunca vão entender,1
233,15 coisas que todo mundo que tem a mãe nas redes sociais já pensou,1
234,"Existem sete tipos de peitos no mundo, pessoal",1
235,10 prazeres que só quem tem a memória horrível pode sentir,1
236,Isto é para você que odeia barrinha de cereal,1
237,13 provas de que o brasileiro enfia salsicha em tudo,1
238,15 mistérios dos anos 80 e 90 que jamais foram resolvidos,1
239,17 histórias com marmita que vão te fazer duvidar da humanidade,1
240,25 lugares em que você precisa fazer cocô antes de morrer,1
241,28 pensamentos que só quem já encarou compras no Dia% vai reconhecer,1
242,O Queen “tocando” Robocop Gay é a melhor homenagem aos Mamonas que você vai ver hoje,1
243,"Sexo é bom, mas...",1
244,19 face swaps tão ruins que acabaram ficando bons,1
245,18 imagens que ilustram as músicas melhor do que seus próprios clipes,1
246,A Ana Paula do BBB botou a Xuxa no horário nobre da Globo,1
247,18 pessoas que não têm como ser mais grossas,1
248,12 definições dolorosas da expectativa x a realidade do jornalismo no Brasil,1
249,Como Glória Pires comentando o Oscar nos mostrou uma nova forma de encarar a vida,1
250,As pessoas mais gatas do Oscar foram os pais de Jacob Tremblay,1
251,As coisas ficaram estranhas durante as reações ao monólogo de Chris Rock no Oscar 2016,1
252,14 pessoas que mereciam um gostoso pescotapa,1
253,24 razões pelas quais George R.R. Martin é o maior troll da literatura atual,1
254,20 imagens que mostram que achar emprego é tão fácil quanto andar em brasa,1
255,15 pensamentos que todo mundo tem numa festa em buffet infantil,1
256,31 sonhos de consumo para o quarto de qualquer adolescente dos anos 90,1
257,Maquiagem no Instagram x maquiagem na vida real,1
258,17 fotos que vão te deixar com uma grande dúvida,1
259,14 coisas que só quem sempre sai mal nas fotos vai entender,1
260,Como seria se você fosse grampeado pela Polícia Federal,1
261,16 coisas que acontecem quando você resolve se matricular em uma academia,1
262,26 imagens que as pessoas que não têm filhos nunca entenderão,1
263,15 perguntas que expõem ridiculamente sua falta de maturidade,1
264,"Esta tatuagem que viralizou realmente quer dizer ""estrangeiro idiota""",1
265,12 tuítes que definem com precisão os signos astrológicos,1
266,Não foi só você que achou que o formato do Salamitos parece com OUTRA coisa,1
267,19 coisas que são românticas nos filmes mas terríveis na vida real,1
268,15 coisas que tornam seu aniversário o pior dia do ano,1
269,"O clipe de Lucas Lucco com MC Bin Laden é o ""We Are The World"" brasileiro",1
270,Como o mundo imagina a sua profissão x como ela realmente é,1
271,14 manias que você achava que ninguém mais tinha,1
272,28 pensamentos que todo homem hétero tem ao ver o programa do Rodrigo Hilbert,1
273,Esta música grega antiga é estranhamente parecida com “Baile de Favela”,1
274,14 comidas que você só aceita se for muito mau-caráter,1
275,11 coisas que pessoas que não curtem o dia de seu aniversário nunca vão saber,1
276,21 reações que todo brasileiro teve ao viajar para os EUA pela primeira vez,1
277,18 situações que alegram todo idoso preso em um corpinho jovem,1
278,16 bêbados que deveriam ser proibidos de usar o WhatsApp,1
279,16 imagens que vão deixar todas as pessoas indecisas em pânico,1
280,Esta mulher tentou tirar uma foto de Taylor Swift disfarçadamente no Grammy,1
281,"Ator que fez o ""Chris"" ameaça bloquear brasileiros que fazem piada em seu Instagram",1
282,30 tuítes brasileiros que mostraram como realmente foi o Grammy 2016,1
283,14 momentos que você só viveu se andou de perua escolar,1
284,Quem é o brasileiro que cantou “Baile de Favela” para Leonardo DiCaprio ao vivo,1
285,15 versões erradas de expressões populares que deveriam se tornar realidade,1
286,As pessoas estão preocupadas com o fato de estarem gostando de Justin Bieber,1
287,Por que dormir de conchinha é inviável,1
288,Pessoas chamadas Eude estão recebendo mensagens doidas no Facebook,1
289,12 coisas que nunca vão fazer sentido para quem odeia balada,1
290,15 prêmios que você deveria ganhar depois deste carnaval,1
291,As 20 melhores fantasias do carnaval de 2016,1
292,"Este vídeo da Elsa dançando ""Metralhadora"" é tudo o que você precisa ver hoje",1
293,Porque esta foto do Tim Burton é a melhor imagem do carnaval no Brasil,1
294,Mostramos 15 imagens típicas de carnaval para gringos e isso foi o que aconteceu,1
295,10 provas de que hoje é a sexta-feira mais difícil do ano,1
296,15 ideias de fantasia para o carnaval que você queria ter tido antes,1
297,15 frases que definem sua faculdade melhor do que um diploma,1
298,15 histórias horríveis sobre sexo oral que vão te deixar apavorado,1
299,10 pensamentos que todo urubu de relacionamento já teve,1
300,24 histórias inacreditáveis que aconteceram em motéis,1
301,24 imagens que os homens nunca vão entender,1
302,"16 sinais de que você está obcecado por ""Tá Tranquilo, Tá Favorável""",1
303,14 problemas com grana que estão resolvidos aos 25 anos,1
304,"8 diferenças de lidar com o calor aos 18, 25 e 30 anos",1
305,17 fatos que não fazem o menor sentido se você nunca fica doente,1
306,14 provas de que desenvolver peitos foi um drama na sua vida,1
307,10 situações que acontecem quando a comida vira um sentimento,1
308,Um cara se fantasiou de gif do Travolta Confuso para o carnaval,1
309,15 pessoas que não têm a menor paciência com quem não sabe cozinhar,1
310,17 imagens que só quem tem déficit de atenção vai reconhecer,1
311,"Tudo o que o ator que fez o “Chris"" posta no Instagram vira meme para os brasileiros",1
312,13 músicas brasileiras dos anos 90 que te deram lições de vida,1
313,As 13 Barbies de que o Brasil precisa segundo o Twitter,1
314,Coisas que seus animais de estimação fazem quando você sai de casa,1
315,18 dos piores foras que a raça humana já testemunhou,1
316,15 coisas que todo mundo faz quando ninguém está vendo,1
317,Adnet cantando a música do spoiler é uma obra prima da TV aberta,1
318,12 coisas que acontecem quando você ouve música o dia inteiro,1
319,16 looks maravilhosos de celebridades para você testar em casa,1
320,21 dos melhores exemplos de masculinidade frágil,1
321,13 bebidas que resolveram ser muito sinceras no WhatsApp,1
322,22 vezes em que uma imagem vale mais que mil palavras,1
323,17 coisas que todas as mulheres percebem ao comprar calças jeans,1
324,Este homem é o melhor comentarista de notícias do Brasil,1
325,26 das coisas mais engraçadas que as pessoas já disseram dormindo,1
326,34 celebridades que são extremamente parecidas,1
327,12 sinais de que você não está se esforçando muito para ser saudável,1
328,23 coisas que todo jovem gay fazia quando ninguém estava olhando,1
329,"Eu comi os lanches exclusivos do McDonald's, do Burger King e do KFC do Japão",1
330,Diga o que você acha destas imagens e vamos dizer se você é muito perfeccionista,1
331,Esta é a melhor forma de ensinar história do Brasil para quem é viciado em internet,1
332,23 tuítes sobre trabalho que são a mais pura realidade,1
333,14 coisas que fazem todo o sentido para quem tem mania de limpeza,1
334,A largada para o carnaval já foi dada graças a este vídeo,1
335,O mapa definitivo dos estereótipos paulistanos,1
336,14 caras que todo mundo que sofre de vergonha alheia já fez,1
337,35 coisas que só quem já foi em uma Tok&Stok; vai entender,1
338,16 coisas que só quem é calorento vai entender,1
339,22 tuítes com foto que vão te fazer rir demais,1
340,Esta foto se tornou viral porque as pessoas acreditaram que este canguru estava de luto,1
341,24 imagens que são a realidade de quem tem cabelos compridos,1
342,14 filmes que ganharam títulos malucos em Portugal,1
343,15 momentos que só quem é verdadeiramente eclético vai entender,1
344,14 frases que toda blogueira já disse,1
345,As pessoas estão fazendo montagens de si mesmas na capa da Caras,1
346,12 coisas doidas que já aconteceram em 2016,1
347,Leonardo DiCaprio ficou vermelho quando assistiu a si mesmo fazendo aquela cara para a Lady Gaga,1
348,17 frases que você diz minutos antes de ficar completamente bêbado,1
349,"Fizeram uma legenda ""realista"" para o vídeo da dupla sertaneja do ""Encontro""",1
350,10 vezes em que a problematização foi além do que você imaginava,1
351,13 palavras que vão te fazer voltar diretamente para a escola,1
352,Repare melhor nas pessoas do vídeo da dupla sertaneja no 'Encontro',1
353,18 imagens que provam que na verdade o Facebook é o melhor lugar do mundo,1
354,14 coisas impossíveis de fazer se você é uma pessoa 8 ou 80,1
355,Leonardo DiCaprio participou do high five mais esquisito do mundo no Globo de Ouro,1
356,"82 coisas que você pensa quando assiste ""Labirinto"" pela primeira vez",1
357,Como os famosos eram em 2006 e hoje em dia,1
358,26 tuítes que salvaram a graça do Globo de Ouro 2016,1
359,14 histórias de pessoas que superaram todos os limites da preguiça,1
360,Assista esta garota secando os lutadores da UFC durante a pesagem,1
361,"9 coisas que você precisa fazer se quiser ser um homem ""das antigas""",1
362,Um pai apareceu de surpresa no vídeo de suas filhas dançando e roubou a cena de forma espetacular,1
363,13 momentos de felicidade que são como ganhar uma mini-Mega Sena,1
364,14 mentirinhas que todo mundo conta e ouve todo dia,1
365,"""Jon Snow"" aprendeu bem rápido o que é ser carioca",1
366,Porque o buraco é o melhor dos novos emojis,1
367,Este cara criou um gif para ajudar a sua amiga a procurar emprego e agora as pessoas estão apoiando ela também,1
368,12 momentos maravilhosos que só quem é introvertido vai entender,1
369,19 reis brasileiros que você precisa conhecer,1
370,29 pensamentos que todo mundo já teve sobre a Netflix,1
371,Os gatos mais importantes de 2015,1
372,"21 coisas que eram legais em 2006, mas que definitivamente não são em 2016",1
373,"17 cenas românticas que poderiam ser reais, mas você não colabora",1
374,16 coisas maravilhosas que só quem não bebe álcool entende,1
375,18 tuítes muito especiais sobre pessoas muito mais especiais ainda,1
376,21 pinturas famosas que descrevem perfeitamente a sua balada,1
377,A internet está com muitas dúvidas sobre como usar calças,1
378,Xuxa tirou o maior barato de quem reclamou do peito dela à mostra em foto do Facebook,1
379,"Realmente, não temos maturidade para sediar as Olimpíadas",1
380,O que as comidas de Natal e Ano Novo diriam se fossem sinceras,1
381,11 coisas que passam pela cabeça de alguém que não entende de Star Wars,1
382,14 provas de que ser hétero não é crime,1
383,Expectativa x realidade das suas resoluções de Ano Novo,1
384,13 crises tecnológicas a que sobrevivemos antes do bloqueio do WhatsApp,1
385,O WhatsApp foi bloqueado por 48 horas e o Twitter ficou doido,1
386,12 coisas que todo fã de Star Wars está cansado de ouvir,1
387,13 caras que todo mundo que tem um irmão pentelho já fez,1
388,24 fotos que provam que 2015 é o futuro,1
389,25 fotos de gatos tiradas no momento perfeito,1
390,14 imagens que vão acabar com o clima natalino,1
391,Quão de saco cheio você está do fim de ano?,1
392,21 gatos que não aturam certas coisas,1
393,17 coisas que só teria em um Natal de humanas,1
394,19 animais que tocaram o foda-se em 2015,1
395,25 situações que todo mundo passou com os pais descobrindo a tecnologia,1
396,O que acontece quando quatro sedentários tentam fazer crossfit,1
397,23 tuítes reais de políticos para você usar na sua vida,1
398,Os 10 mandamentos das pessoas que amam ficar sozinhas,1
399,15 verdadeiros pesadelos da vida de quem é introvertido,1
400,10 DNAs de emoji que todo brasileiro vai reconhecer,1
401,13 provas de que 2015 definitivamente não foi seu ano,1
402,As 22 pessoas mais especiais do Tinder em 2015,1
403,Estes são os vencedores dos realities shows de 2015 com quem você nem se importa mais,1
404,12 vezes em que Bela Gil dominou a internet em 2015,1
405,16 vídeos essenciais para você entender porque 2015 foi um ano muito louco,1
406,19 notícias brasileiras que são a cara de 2015,1
407,Expectativa x realidade dos seus 20 e poucos anos,1
408,21 avós que não dão a mínima,1
409,21 tuítes que resumiram perfeitamente 2015,1
410,14 sinais de que você está pirando demais a cabeça com signos,1
411,Silvio Santos simplesmente não sabe tirar selfies,1
412,26 coisas que só quem viveu os anos 2000 intensamente vai entender,1
413,"A carta do Temer, com gifs",1
414,26 coisas que o Twitter pensou ao ler a carta de Temer para Dilma,1
415,Marcelinho dos contos eróticos volta para ler carta de Temer a Dilma,1
416,29 vezes em que o corretor ortográfico nos fez passar vergonha em 2015,1
417,31 imagens que vão levar você de volta ao subúrbio da sua infância,1
418,16 coisas que apenas pessoas com fenômeno de Raynaud entenderão,1
419,Os 25 tuítes mais engraçados de 2015,1
420,17 momentos surreais nos supermercados do Brasil,1
421,15 frases que todo ansioso já disse um milhão de vezes,1
422,10 sinais de que você é um extraterrestre recém-chegado ao Brasil,1
423,31 tendências gloriosas que tragicamente não voltaram em 2015,1
424,26 memes que você não lembrava que dominaram a internet em 2015,1
425,14 caras que todo idoso preso no corpo de um jovem já fez,1
426,O Nokia 3310 tem muitas lições de vida para ensinar ao iPhone,1
427,26 coisas que toda pessoa com muuuita preguiça já fez,1
428,Conseguiram colocar Inês Brasil no site do Grammy 2016,1
429,19 caras que todo mundo que está eternamente exausto reconhecerá,1
430,23 coisas que pessoas que têm um melhor amigo no trabalho sabem que é verdade,1
431,As 14 frases mais gostosas de ouvir,1
432,Aparentemente o brasileiro só quer ver uma pessoa no Grammy 2016,1
433,12 genes que deveriam ser extintos da humanidade,1
434,21 prints de rolos de câmera que fazem todo sentido para você,1
435,23 pessoas que infelizmente não estarão com a gente em 2016,1
436,15 tuítes que vão te fazer sofrer um pouco menos na segunda-feira,1
437,Pessoas estão colocando camisinhas cheias d'água na cabeça para provar que nenhum pênis é grande demais,1
438,29 fotos que provam que o Japão é o país mais sem noção do planeta Terra,1
439,Decida se estas 8 coisas são frescura ou não,1
440,22 tuítes que mostram que Lucas Lucco não é certo da cabeça,1
441,16 coisas que só quem acha um saco dirigir vai reconhecer,1
442,23 coisas das quais você só lembrará se tiver nascido antes da internet,1
443,13 momentos em que nossa vida de pobre nos deu muito mais emoção,1
444,16 pequenos desesperos modernos da internet,1
445,34 coisas que um pé-rapado pensa quando vai a um restaurante chique,1
446,Meninas estão destruindo o cabelo com este novo brinquedo popular,1
447,17 dramas extremamente reais para garotas pequenas,1
448,11 tipos de pessoa que todo mundo já encontrou no WhatsApp,1
449,"Por favor, responda a esta enquete extremamente importante sobre escovação dos dentes",1
450,Drauzio Varella responde a comentários maldosos no YouTube,1
451,17 segredos que vendedores de shopping não queriam que você soubesse,1
452,"A cara da Nicki Minaj enquanto Jennifer Lopez dançou ""Anaconda"" diz tudo",1
453,Demos um monte de filhotinhos a um grupo de garotas bêbadas e rolaram muitas lágrimas,1
454,As 27 imagens mais bizarras de celebridades de todos os tempos,1
455,16 batalhas reais para as pessoas que estão constantemente precisando fazer xixi,1
456,18 provas de que viajar com os amigos é dureza demais,1
